Date	Senior_Value	Token_Value	Upper_CI	Lower_CI
2025-03-29	9999218.551	0.009999218551	0.01007445936	0.009923977739
2025-03-30	9999218.551	0.009999218551	0.01007515284	0.00992328426
2025-03-31	10012726.68	0.01001272668	0.01008934818	0.009936105191
2025-04-01	10038874.32	0.01003887432	0.01011617691	0.009961571738
2025-04-02	10044283.71	0.01004428371	0.01012226144	0.009966305975
2025-04-03	10048855.28	0.01004885528	0.01012750236	0.009970208205
2025-04-04	10041735.82	0.01004173582	0.0101210466	0.009962425041
2025-04-05	10041735.82	0.01004173582	0.01012170479	0.009961766849
2025-04-06	10041735.82	0.01004173582	0.01012235761	0.00996111403
2025-04-07	10052653.48	0.01005265348	0.01013392285	0.009971384117
2025-04-08	10067070.25	0.01006707025	0.01014898207	0.009985158433
2025-04-09	10053768.05	0.01005376805	0.01013631733	0.009971218777
2025-04-10	10048762.9	0.0100487629	0.01013194474	0.009965581048
2025-04-11	10053493.43	0.01005349343	0.01013730307	0.009969683787
2025-04-12	10053493.43	0.01005349343	0.0101379262	0.009969060658
2025-04-13	10053493.43	0.01005349343	0.01013854477	0.009968442095
2025-04-14	10062868.97	0.01006286897	0.0101485344	0.009977203535
2025-04-15	10066383.13	0.01006638313	0.01015265829	0.009980107968
2025-04-16	10067545.96	0.01006754596	0.01015442656	0.009980665353
2025-04-17	10066653.82	0.01006665382	0.01015413568	0.009979171956
2025-04-18	10056498.85	0.01005649885	0.01014457787	0.009968419836
2025-04-19	10056498.85	0.01005649885	0.010145171	0.009967826705
2025-04-20	10056498.85	0.01005649885	0.01014576019	0.009967237515
2025-04-21	10042939.84	0.01004293984	0.0101327865	0.009953093173
2025-04-22	10041119.94	0.01004111994	0.01013154815	0.009950691742
2025-04-23	10052767.1	0.0100527671	0.01014377312	0.009961761074
2025-04-24	10059485.22	0.01005948522	0.01015106542	0.009967905018
2025-04-25	10055746.11	0.01005574611	0.01014789691	0.009963595313
2025-04-26	10055746.11	0.01005574611	0.010148464	0.009963028226
2025-04-27	10055746.11	0.01005574611	0.01014902764	0.009962464586
2025-04-28	10055648.23	0.01005564823	0.01014949001	0.009961806454
2025-04-29	10029631.47	0.01002963147	0.01012403018	0.00993523276
2025-04-30	10051279.28	0.01005127928	0.01014623165	0.00995632691
2025-05-01	10015034.06	0.01001503406	0.01011053689	0.009919531237
2025-05-02	10032267.27	0.01003226727	0.01012831739	0.009936217143
2025-05-03	10032267.27	0.01003226727	0.01012886159	0.009935672946
2025-05-04	10032267.27	0.01003226727	0.01012940274	0.009935131797
2025-05-05	10035263.6	0.0100352636	0.01013293722	0.009937589974
2025-05-06	10060099.12	0.01006009912	0.01015830794	0.009961890299
2025-05-07	10069087.17	0.01006908717	0.0101678283	0.009970346049
2025-05-08	10062643.71	0.01006264371	0.01016191428	0.009963373138
2025-05-09	10060449.28	0.01006044928	0.01016024648	0.009960652067
2025-05-10	10060449.28	0.01006044928	0.01016077036	0.009960128193
2025-05-11	10060449.28	0.01006044928	0.01016129151	0.009959607041
2025-05-12	10048870.12	0.01004887012	0.01015023083	0.009947509415
2025-05-13	10045208.67	0.01004520867	0.01014708521	0.009943332124
2025-05-14	10047052.18	0.01004705218	0.01014944195	0.009944662401
2025-05-15	10047370.52	0.01004737052	0.01015027098	0.009944470073
2025-05-16	10047284.87	0.01004728487	0.01015069348	0.009943876267
2025-05-17	10047284.87	0.01004728487	0.01015119915	0.009943370599
2025-05-18	10047284.87	0.01004728487	0.01015170237	0.009942867379
2025-05-19	10037636.84	0.01003763684	0.01014255514	0.009932718537
2025-05-20	10038269.74	0.01003826974	0.01014368647	0.009932853017
2025-05-21	10036921.81	0.01003692181	0.01014283461	0.009931008998
2025-05-22	10026791.28	0.01002679128	0.01013319786	0.009920384708
2025-05-23	10021378.99	0.01002137899	0.01012827705	0.009914480925
2025-05-24	10021378.99	0.01002137899	0.01012876629	0.009913991686
2025-05-25	10021378.99	0.01002137899	0.01012925331	0.009913504666
2025-05-26	10001582.53	0.01000158253	0.01010994168	0.009893223374
2025-05-27	9992082.946	0.009992082946	0.01010092477	0.009883241121
2025-05-28	9972765.25	0.00997276525	0.01008208762	0.009863442885
2025-05-29	9995674.663	0.009995674663	0.01010547546	0.00988587386
2025-05-30	9964878.663	0.009964878663	0.01007515583	0.0098546015
2025-05-31	9964878.663	0.009964878663	0.01007563014	0.009854127187
2025-06-01	9964878.663	0.009964878663	0.01007610243	0.009853654897
2025-06-02	9968410.099	0.009968410099	0.01008010416	0.00985671604
2025-06-03	9950527.881	0.009950527881	0.01006269026	0.009838365501
2025-06-04	9961126.307	0.009961126307	0.01007375506	0.009848497553
2025-06-05	9948546.428	0.009948546428	0.01006163963	0.009835453224
2025-06-06	9959830.206	0.009959830206	0.01007338596	0.009846274451
2025-06-07	9959830.206	0.009959830206	0.01007384664	0.009845813777
2025-06-08	9959830.206	0.009959830206	0.01007430546	0.009845354956
2025-06-09	9955261.021	0.009955261021	0.01007019326	0.009840328782
2025-06-10	9976326.458	0.009976326458	0.01009171388	0.009860939041
2025-06-11	9962773.596	0.009962773596	0.0100786144	0.009846932788
2025-06-12	9956747.285	0.009956747285	0.01007303972	0.009840454855
2025-06-13	9937582.155	0.009937582155	0.01005432446	0.009820839848
2025-06-14	9937582.155	0.009937582155	0.01005477261	0.0098203917
2025-06-15	9937582.155	0.009937582155	0.01005521905	0.009819945258
2025-06-16	9918575.366	0.009918575366	0.01003665702	0.009800493716
2025-06-17	9910899.855	0.009910899855	0.01002942459	0.00979237512
2025-06-18	9919785.033	0.009919785033	0.0100387512	0.009800818864
2025-06-19	9907058.944	0.009907058944	0.01002646492	0.009787652972
2025-06-20	9891610.897	0.009891610897	0.01001145506	0.009771766737
2025-06-21	9891610.897	0.009891610897	0.01001189165	0.009771330145
2025-06-22	9891610.897	0.009891610897	0.01001232666	0.009770895131
2025-06-23	9872035.761	0.009872035761	0.009993184978	0.009750886545
2025-06-24	9857327.684	0.009857327684	0.009978908806	0.009735746561
2025-06-25	9855611.197	0.009855611197	0.009977622696	0.009733599697
2025-06-26	9837472.796	0.009837472796	0.00995991316	0.009715032433
2025-06-27	9835697.725	0.009835697725	0.009958565456	0.009712829993
2025-06-28	9835697.725	0.009835697725	0.009958991342	0.009712404107
2025-06-29	9835697.725	0.009835697725	0.009959415762	0.009711979688
2025-06-30	9825302.164	0.009825302164	0.00994944317	0.009701161158
2025-07-01	9843014.195	0.009843014195	0.009967576734	0.009718451657
2025-07-02	9839012.09	0.00983901209	0.009963994739	0.00971402944
2025-07-03	9838980.022	0.009838980022	0.009964381375	0.009713578669
2025-07-04	9841525.981	0.009841525981	0.009967344644	0.009715707317
2025-07-05	9841525.981	0.009841525981	0.009967760574	0.009715291387
2025-07-06	9841525.981	0.009841525981	0.009968175139	0.009714876822
2025-07-07	9837704.821	0.009837704821	0.009964767191	0.00971064245
2025-07-08	9845645.437	0.009845645437	0.00997311968	0.009718171194
2025-07-09	9852290.418	0.009852290418	0.009980175207	0.009724405628
2025-07-10	9862051.327	0.009862051327	0.009990345348	0.009733757305
2025-07-11	9865259.868	0.009865259868	0.009993961821	0.009736557915
2025-07-12	9865259.868	0.009865259868	0.009994368463	0.009736151273
2025-07-13	9865259.868	0.009865259868	0.009994773829	0.009735745908
2025-07-14	9875584.103	0.009875584103	0.01000550216	0.009745666041
2025-07-15	9893850.693	0.009893850693	0.0100241716	0.009763529784
2025-07-16	9903136.55	0.00990313655	0.01003385907	0.009772414035
2025-07-17	9889135.53	0.00988913553	0.01002025842	0.009758012638
2025-07-18	9908435.127	0.009908435127	0.01003995718	0.009776913079
