Date,Date,Estimated_Liabilities,Daily_Change_Pct,SCFI_Impact,CNY_Impact,ZAR_Impact,Total_Impact
2024-08-01 00:00:00-04:00,2024-08-01 00:00:00-04:00,968509030400.0,,0.0,,,0.0
2024-08-02 00:00:00-04:00,2024-08-02 00:00:00-04:00,940515547667.2639,-2.8903687889388685,-0.5234480607257974,,,-2.8903687889388667
2024-08-05 00:00:00-04:00,2024-08-05 00:00:00-04:00,927605602290.1351,-1.3726456100751294,-0.7991087896869808,,,-1.3726456100751345
2024-08-06 00:00:00-04:00,2024-08-06 00:00:00-04:00,987308561362.4702,6.436243908503392,4.173312585315978,,,6.436243908503389
2024-08-07 00:00:00-04:00,2024-08-07 00:00:00-04:00,985121866353.9059,-0.22148040583652717,-0.12011768084927876,,,-0.2214804058365322
2024-08-08 00:00:00-04:00,2024-08-08 00:00:00-04:00,1020333379576.3065,3.5743306919705287,0.8140698888681497,,,3.5743306919705495
2024-08-09 00:00:00-04:00,2024-08-09 00:00:00-04:00,1028702553151.9912,0.820239124114508,0.1174172936529061,,,0.8202391241145125
2024-08-12 00:00:00-04:00,2024-08-12 00:00:00-04:00,1031017641954.2373,0.22504938819802867,0.08771893222619509,,,0.22504938819801978
2024-08-13 00:00:00-04:00,2024-08-13 00:00:00-04:00,1055175503844.7589,2.343108488884016,1.0787164954434036,,,2.3431084888840084
2024-08-14 00:00:00-04:00,2024-08-14 00:00:00-04:00,1054287816106.8073,-0.08412702291866747,0.5347106317082861,,,-0.08412702291866747
2024-08-15 00:00:00-04:00,2024-08-15 00:00:00-04:00,1073295621597.1249,1.8029047855744107,0.7465433448880265,,,1.8029047855744207
2024-08-16 00:00:00-04:00,2024-08-16 00:00:00-04:00,1084171767516.8961,1.0133411243760548,0.8633075018376778,,,1.0133411243760648
2024-08-19 00:00:00-04:00,2024-08-19 00:00:00-04:00,1078186111920.0232,-0.5520947672878473,-0.7867100527067415,,,-0.5520947672878528
2024-08-20 00:00:00-04:00,2024-08-20 00:00:00-04:00,1056270963555.6993,-2.0325941989085328,-1.157990453447697,,,-2.0325941989085177
2024-08-21 00:00:00-04:00,2024-08-21 00:00:00-04:00,1065856470064.7615,0.9074855638173229,1.0644258644640558,,,0.9074855638173124
2024-08-22 00:00:00-04:00,2024-08-22 00:00:00-04:00,1043506505384.8413,-2.0969019101194863,-0.7844916379919942,,,-2.0969019101194926
2024-08-23 00:00:00-04:00,2024-08-23 00:00:00-04:00,1058031142072.9436,1.3919066736192143,0.08333298798568256,,,1.3919066736192065
2024-08-26 00:00:00-04:00,2024-08-26 00:00:00-04:00,1055698070852.9678,-0.22051063784425118,0.3601129087423427,,,-0.22051063784425456
2024-08-27 00:00:00-04:00,2024-08-27 00:00:00-04:00,1068236754719.8728,1.1877149549751609,0.7937940603868632,,,1.1877149549751653
2024-08-28 00:00:00-04:00,2024-08-28 00:00:00-04:00,1061298183937.2947,-0.6495349230328351,-0.2933312507248709,,,-0.6495349230328091
2024-08-29 00:00:00-04:00,2024-08-29 00:00:00-04:00,1058298929395.1051,-0.28260243799369533,-0.26930217726409134,,,-0.28260243799369644
2024-08-30 00:00:00-04:00,2024-08-30 00:00:00-04:00,1078707083527.9001,1.9283922118734198,1.2500009914872212,,,1.9283922118734131
2024-09-03 00:00:00-04:00,2024-09-03 00:00:00-04:00,1035477524309.9275,-4.007534564118265,-1.0695649834348153,,,-4.007534564118267
2024-09-04 00:00:00-04:00,2024-09-04 00:00:00-04:00,1034620008316.0608,-0.08281357863737515,-0.18935986902942512,,,-0.08281357863737734
2024-09-05 00:00:00-04:00,2024-09-05 00:00:00-04:00,1031262444303.8672,-0.3245214653888606,-1.1161548488809314,,,-0.32452146538885057
2024-09-06 00:00:00-04:00,2024-09-06 00:00:00-04:00,1002136054843.083,-2.8243430779102408,-0.9330809272265438,,,-2.824343077910228
2024-09-09 00:00:00-04:00,2024-09-09 00:00:00-04:00,1014888217872.816,1.2724981770793287,-0.4377413814888753,,,1.2724981770793387
2024-09-10 00:00:00-04:00,2024-09-10 00:00:00-04:00,1012102825079.0608,-0.27445316091986305,-0.17769216583487846,,,-0.2744531609198603
2024-09-11 00:00:00-04:00,2024-09-11 00:00:00-04:00,1040305605257.1863,2.7865528560225616,0.6256209749254382,,,2.7865528560225687
2024-09-12 00:00:00-04:00,2024-09-12 00:00:00-04:00,1043524157681.4332,0.3093852814001874,-0.17509655259554946,,,0.3093852814002063
2024-09-13 00:00:00-04:00,2024-09-13 00:00:00-04:00,1047986755744.8468,0.42764683793510283,0.14677233109215093,,,0.4276468379350973
2024-09-16 00:00:00-04:00,2024-09-16 00:00:00-04:00,1060372141471.4669,1.1818265506435166,2.0739979733227454,,,1.1818265506434955
2024-09-17 00:00:00-04:00,2024-09-17 00:00:00-04:00,1050564659427.3885,-0.9249094407995928,-0.4644780948458316,,,-0.9249094407995827
2024-09-18 00:00:00-04:00,2024-09-18 00:00:00-04:00,1050658403593.0316,0.00892321712917532,0.027750165523510173,,,0.008923217129180872
2024-09-19 00:00:00-04:00,2024-09-19 00:00:00-04:00,1079421980680.6553,2.7376716342113028,0.3327185217977502,,,2.737671634211285
2024-09-20 00:00:00-04:00,2024-09-20 00:00:00-04:00,1085363315624.4497,0.5504181914146367,1.096893812010764,,,0.5504181914146266
2024-09-23 00:00:00-04:00,2024-09-23 00:00:00-04:00,1095885106388.2258,0.9694256856030314,0.7936500309783234,,,0.9694256856030203
